"replist1" "replist2" "replist3" "replist4" "replist5" "replist6" "replist7" "replist8" "replist9" "replist10" "replist11" "replist12" "replist13" "replist14" "replist15" "replist16" "replist17" "replist18" "replist19" "replist20" "replist21" "replist22" "replist23" "replist24" "replist25" "replist26" "replist27" "replist28" "replist29" "replist30" "replist31" "replist32" "replist33" "replist34" "replist35" "replist36" "replist37" "replist38" "replist39" "replist40" "replist41" "replist42" "replist43" "replist44" "replist45" "replist46" "replist47" "replist48" "replist49" "replist50" "Label" "Yr"
"216" 0.00466312 0.00452031 0.00452031 0.00452031 0.00452031 0.00461032 0.00452031 0.00496959 0.00483936 0.00462629 0.00463824 0.00452031 0.00452031 0.00466626 0.00452031 0.00452031 0.00452031 0.00511246 0.00452031 0.00452031 0.00461032 0.00452031 0.00452031 0.00452031 0.00466626 0.00452031 0.00452031 0.00452031 0.00452031 0.00452031 0.00515474 0.00452031 0.00463824 0.00452031 0.00466626 0.00452031 0.00452031 0.00452031 0.00466626 0.00452031 0.00452031 0.00452031 0.00466626 0.00452031 0.00466626 0.00452031 0.00452031 0.00466626 0.00452031 0.00452031 "F_1953" 1953
"217" 0.00502534 0.00486979 0.00486979 0.00486979 0.00486979 0.0049678 0.00486979 0.00535909 0.00521625 0.00498497 0.00499823 0.00486979 0.00486979 0.00502825 0.00486979 0.00486979 0.00486979 0.00551499 0.00486979 0.00486979 0.0049678 0.00486979 0.00486979 0.00486979 0.00502825 0.00486979 0.00486979 0.00486979 0.00486979 0.00486979 0.00556093 0.00486979 0.00499823 0.00486979 0.00502825 0.00486979 0.00486979 0.00486979 0.00502825 0.00486979 0.00486979 0.00486979 0.00502825 0.00486979 0.00502825 0.00486979 0.00486979 0.00502825 0.00486979 0.00486979 "F_1954" 1954
"218" 0.00515126 0.00499048 0.00499048 0.00499048 0.00499048 0.00509175 0.00499048 0.00549615 0.00534774 0.00510933 0.00512322 0.00499048 0.00499048 0.00515386 0.00499048 0.00499048 0.00499048 0.00565751 0.00499048 0.00499048 0.00509175 0.00499048 0.00499048 0.00499048 0.00515386 0.00499048 0.00499048 0.00499048 0.00499048 0.00499048 0.00570489 0.00499048 0.00512322 0.00499048 0.00515386 0.00499048 0.00499048 0.00499048 0.00515386 0.00499048 0.00499048 0.00499048 0.00515386 0.00499048 0.00515386 0.00499048 0.00499048 0.00515386 0.00499048 0.00499048 "F_1955" 1955
"219" 0.00557127 0.0053963 0.0053963 0.0053963 0.0053963 0.00550648 0.0053963 0.00594657 0.00578441 0.00552547 0.00554075 0.0053963 0.0053963 0.00557377 0.0053963 0.0053963 0.0053963 0.00612237 0.0053963 0.0053963 0.00550648 0.0053963 0.0053963 0.0053963 0.00557377 0.0053963 0.0053963 0.0053963 0.00539629 0.0053963 0.00617386 0.0053963 0.00554075 0.0053963 0.00557377 0.0053963 0.0053963 0.0053963 0.00557377 0.0053963 0.0053963 0.0053963 0.00557377 0.0053963 0.00557377 0.0053963 0.0053963 0.00557377 0.0053963 0.0053963 "F_1956" 1956
"220" 0.00727441 0.00704474 0.00704474 0.00704474 0.00704473 0.00718934 0.00704474 0.00776699 0.00755343 0.00721411 0.00723434 0.00704474 0.00704474 0.00727732 0.00704474 0.00704474 0.00704474 0.00799795 0.00704474 0.00704474 0.00718934 0.00704474 0.00704474 0.00704474 0.00727733 0.00704474 0.00704474 0.00704474 0.00704473 0.00704474 0.00806546 0.00704474 0.00723434 0.00704474 0.00727732 0.00704474 0.00704474 0.00704474 0.00727733 0.00704474 0.00704474 0.00704474 0.00727732 0.00704473 0.00727733 0.00704474 0.00704474 0.00727733 0.00704474 0.00704474 "F_1957" 1957
"221" 0.00617271 0.00597634 0.00597634 0.00597634 0.00597634 0.00609995 0.00597634 0.00659384 0.00641037 0.00612094 0.00613844 0.00597634 0.00597634 0.00617476 0.00597634 0.00597634 0.00597634 0.0067916 0.00597634 0.00597634 0.00609995 0.00597634 0.00597634 0.00597634 0.00617477 0.00597634 0.00597634 0.00597634 0.00597634 0.00597634 0.00684923 0.00597634 0.00613844 0.00597634 0.00617476 0.00597634 0.00597634 0.00597634 0.00617477 0.00597634 0.00597634 0.00597634 0.00617476 0.00597634 0.00617477 0.00597634 0.00597634 0.00617477 0.00597634 0.00597634 "F_1958" 1958
"222" 0.00686674 0.00664741 0.00664741 0.00664741 0.00664741 0.00678546 0.00664741 0.00733707 0.00713164 0.00680878 0.00682846 0.00664741 0.00664741 0.00686876 0.00664741 0.00664741 0.00664741 0.00755807 0.00664741 0.00664741 0.00678546 0.00664741 0.00664741 0.00664741 0.00686878 0.00664741 0.00664741 0.00664741 0.00664741 0.00664741 0.00762238 0.00664741 0.00682846 0.00664741 0.00686876 0.00664741 0.00664741 0.00664741 0.00686878 0.00664741 0.00664741 0.00664741 0.00686876 0.00664741 0.00686878 0.00664741 0.00664741 0.00686878 0.00664741 0.00664741 "F_1959" 1959
"223" 0.0122737 0.0118803 0.0118803 0.0118803 0.0118803 0.0121279 0.0118803 0.0131172 0.012748 0.0121695 0.012205 0.0118803 0.0118803 0.0122769 0.0118803 0.0118803 0.0118803 0.0135138 0.0118803 0.0118803 0.0121279 0.0118803 0.0118803 0.0118803 0.012277 0.0118803 0.0118803 0.0118803 0.0118803 0.0118803 0.0136291 0.0118803 0.012205 0.0118803 0.0122769 0.0118803 0.0118803 0.0118803 0.012277 0.0118803 0.0118803 0.0118803 0.0122769 0.0118803 0.012277 0.0118803 0.0118803 0.012277 0.0118803 0.0118803 "F_1960" 1960
"224" 0.0125219 0.0121147 0.0121147 0.0121147 0.0121147 0.0123708 0.0121147 0.013395 0.0130093 0.0124132 0.0124507 0.0121147 0.0121147 0.0125235 0.0121147 0.0121147 0.0121147 0.0138068 0.0121147 0.0121147 0.0123708 0.0121147 0.0121147 0.0121147 0.0125235 0.0121147 0.0121147 0.0121147 0.0121147 0.0121147 0.0139258 0.0121147 0.0124507 0.0121147 0.0125235 0.0121147 0.0121147 0.0121147 0.0125235 0.0121147 0.0121147 0.0121147 0.0125235 0.0121147 0.0125235 0.0121147 0.0121147 0.0125235 0.0121147 0.0121147 "F_1961" 1961
"225" 0.00772716 0.00747226 0.00747226 0.00747226 0.00747226 0.00763251 0.00747226 0.00827362 0.0080301 0.00765859 0.00768259 0.00747226 0.00747226 0.00772708 0.00747226 0.00747226 0.00747226 0.00853206 0.00747226 0.00747226 0.00763251 0.00747226 0.00747226 0.00747226 0.00772713 0.00747226 0.00747226 0.00747226 0.00747226 0.00747226 0.00860634 0.00747226 0.00768259 0.00747226 0.00772708 0.00747226 0.00747226 0.00747226 0.00772713 0.00747226 0.00747226 0.00747226 0.00772708 0.00747226 0.00772713 0.00747226 0.00747226 0.00772713 0.00747226 0.00747226 "F_1962" 1962
"226" 0.0152191 0.0147174 0.0147174 0.0147174 0.0147174 0.0150328 0.0147174 0.0162946 0.0158156 0.0150842 0.0151314 0.0147174 0.0147174 0.0152191 0.0147174 0.0147174 0.0147174 0.016803 0.0147174 0.0147174 0.0150328 0.0147174 0.0147174 0.0147174 0.0152192 0.0147174 0.0147174 0.0147174 0.0147174 0.0147174 0.0169491 0.0147174 0.0151314 0.0147174 0.0152191 0.0147174 0.0147174 0.0147174 0.0152192 0.0147174 0.0147174 0.0147174 0.0152191 0.0147174 0.0152192 0.0147174 0.0147174 0.0152192 0.0147174 0.0147174 "F_1963" 1963
"227" 0.0195564 0.0189045 0.0189045 0.0189045 0.0189045 0.0193142 0.0189045 0.0209533 0.0203271 0.01938 0.0194423 0.0189045 0.0189045 0.0195542 0.0189045 0.0189045 0.0189045 0.0216148 0.0189045 0.0189045 0.0193142 0.0189045 0.0189045 0.0189045 0.0195543 0.0189045 0.0189045 0.0189045 0.0189045 0.0189045 0.0218042 0.0189045 0.0194423 0.0189045 0.0195542 0.0189045 0.0189045 0.0189045 0.0195543 0.0189045 0.0189045 0.0189045 0.0195542 0.0189045 0.0195543 0.0189045 0.0189045 0.0195543 0.0189045 0.0189045 "F_1964" 1964
"228" 0.00609396 0.00588594 0.00588594 0.00588594 0.00588594 0.00601658 0.00588594 0.00653942 0.00633714 0.00603698 0.00605754 0.00588594 0.00588594 0.00609185 0.00588594 0.00588594 0.00588594 0.00675119 0.00588594 0.00588594 0.00601658 0.00588594 0.00588594 0.00588594 0.0060919 0.00588594 0.00588594 0.00588594 0.00588594 0.00588594 0.00681127 0.00588594 0.00605754 0.00588594 0.00609185 0.00588594 0.00588594 0.00588594 0.0060919 0.00588594 0.00588594 0.00588594 0.00609185 0.00588594 0.0060919 0.00588594 0.00588594 0.0060919 0.00588594 0.00588594 "F_1965" 1965
"229" 0.00704315 0.00680408 0.00680408 0.00680408 0.00680408 0.00695425 0.00680408 0.00755477 0.00732336 0.00697787 0.00700131 0.00680408 0.00680408 0.00704111 0.00680408 0.00680408 0.00680408 0.00779749 0.00680408 0.00680408 0.00695425 0.00680408 0.00680408 0.00680408 0.00704117 0.00680408 0.00680408 0.00680408 0.00680408 0.00680408 0.0078665 0.00680408 0.00700131 0.00680408 0.00704111 0.00680408 0.00680408 0.00680408 0.00704117 0.00680408 0.00680408 0.00680408 0.00704111 0.00680408 0.00704117 0.00680408 0.00680408 0.00704117 0.00680408 0.00680408 "F_1966" 1966
"230" 0.0108378 0.0104757 0.0104757 0.0104757 0.0104757 0.0107032 0.0104757 0.011613 0.0112644 0.0107397 0.0107744 0.0104757 0.0104757 0.0108363 0.0104757 0.0104757 0.0104757 0.0119799 0.0104757 0.0104757 0.0107032 0.0104757 0.0104757 0.0104757 0.0108364 0.0104757 0.0104757 0.0104757 0.0104757 0.0104757 0.0120848 0.0104757 0.0107744 0.0104757 0.0108363 0.0104757 0.0104757 0.0104757 0.0108364 0.0104757 0.0104757 0.0104757 0.0108363 0.0104757 0.0108364 0.0104757 0.0104757 0.0108364 0.0104757 0.0104757 "F_1967" 1967
"231" 0.0102455 0.00990399 0.00990399 0.00990399 0.00990399 0.0101186 0.00990399 0.010977 0.0106477 0.0101531 0.0101858 0.00990399 0.00990399 0.0102444 0.00990399 0.00990399 0.00990399 0.0113232 0.00990399 0.00990399 0.0101186 0.00990399 0.00990399 0.00990399 0.0102444 0.00990399 0.00990399 0.00990399 0.00990399 0.00990399 0.0114223 0.00990399 0.0101858 0.00990399 0.0102444 0.00990399 0.00990399 0.00990399 0.0102444 0.00990399 0.00990399 0.00990399 0.0102444 0.00990399 0.0102444 0.00990399 0.00990399 0.0102444 0.00990399 0.00990399 "F_1968" 1968
"232" 0.00719556 0.00695581 0.00695581 0.00695581 0.00695581 0.0071065 0.00695581 0.00770917 0.00747762 0.00713072 0.00715363 0.00695581 0.00695581 0.00719479 0.00695581 0.00695581 0.00695581 0.00795228 0.00695581 0.00695581 0.0071065 0.00695581 0.00695581 0.00695581 0.00719484 0.00695581 0.00695581 0.00695581 0.00695581 0.00695581 0.00802189 0.00695581 0.00715363 0.00695581 0.00719479 0.00695581 0.00695581 0.00695581 0.00719484 0.00695581 0.00695581 0.00695581 0.00719479 0.00695581 0.00719484 0.00695581 0.00695581 0.00719484 0.00695581 0.00695581 "F_1969" 1969
"233" 0.00954175 0.0092261 0.0092261 0.0092261 0.0092261 0.00942453 0.0092261 0.010218 0.0099141 0.00945671 0.00948656 0.0092261 0.0092261 0.00954139 0.0092261 0.0092261 0.0092261 0.0105377 0.0092261 0.0092261 0.00942453 0.0092261 0.0092261 0.0092261 0.00954145 0.0092261 0.0092261 0.0092261 0.0092261 0.0092261 0.0106295 0.0092261 0.00948656 0.0092261 0.00954139 0.0092261 0.0092261 0.0092261 0.00954145 0.0092261 0.0092261 0.0092261 0.00954139 0.0092261 0.00954145 0.0092261 0.0092261 0.00954145 0.0092261 0.0092261 "F_1970" 1970
"234" 0.0076487 0.00739633 0.00739633 0.00739633 0.00739633 0.00755499 0.00739633 0.00818949 0.00794537 0.0075808 0.00760458 0.00739633 0.00739633 0.0076486 0.00739633 0.00739633 0.00739633 0.00844504 0.00739633 0.00739633 0.00755499 0.00739633 0.00739633 0.00739633 0.00764865 0.00739633 0.00739633 0.00739633 0.00739632 0.00739633 0.00851849 0.00739633 0.00760458 0.00739633 0.0076486 0.00739633 0.00739633 0.00739633 0.00764865 0.00739633 0.00739633 0.00739633 0.0076486 0.00739633 0.00764865 0.00739633 0.00739633 0.00764865 0.00739633 0.00739633 "F_1971" 1971
"235" 0.00743287 0.00718874 0.00718874 0.00718874 0.00718874 0.00734225 0.00718874 0.00795604 0.00771958 0.00736735 0.0073902 0.00718874 0.00718874 0.00743311 0.00718874 0.00718874 0.00718874 0.00820304 0.00718874 0.00718874 0.00734225 0.00718874 0.00718874 0.00718874 0.00743314 0.00718874 0.00718874 0.00718874 0.00718874 0.00718874 0.00827416 0.00718874 0.0073902 0.00718874 0.0074331 0.00718874 0.00718874 0.00718874 0.00743314 0.00718874 0.00718874 0.00718874 0.0074331 0.00718874 0.00743315 0.00718874 0.00718874 0.00743315 0.00718874 0.00718874 "F_1972" 1972
"236" 0.00979575 0.00947571 0.00947571 0.00947571 0.00947571 0.00967698 0.00947571 0.0104816 0.0101718 0.00971011 0.00973983 0.00947571 0.00947571 0.00979655 0.00947571 0.00947571 0.00947571 0.0108051 0.00947571 0.00947571 0.00967698 0.00947571 0.00947571 0.00947571 0.0097966 0.00947571 0.00947571 0.00947571 0.0094757 0.00947571 0.0108985 0.00947571 0.00973983 0.00947571 0.00979655 0.00947571 0.00947571 0.00947571 0.0097966 0.00947571 0.00947571 0.00947571 0.00979655 0.00947571 0.0097966 0.00947571 0.00947571 0.0097966 0.00947571 0.00947571 "F_1973" 1973
"237" 0.0130977 0.0126695 0.0126695 0.0126695 0.0126695 0.0129388 0.0126695 0.0140153 0.0135962 0.0129831 0.0130229 0.0126695 0.0126695 0.0130987 0.0126695 0.0126695 0.0126695 0.0144481 0.0126695 0.0126695 0.0129388 0.0126695 0.0126695 0.0126695 0.0130988 0.0126695 0.0126695 0.0126695 0.0126695 0.0126695 0.014573 0.0126695 0.0130229 0.0126695 0.0130987 0.0126695 0.0126695 0.0126695 0.0130988 0.0126695 0.0126695 0.0126695 0.0130987 0.0126695 0.0130988 0.0126695 0.0126695 0.0130988 0.0126695 0.0126695 "F_1974" 1974
"238" 0.0129975 0.0125689 0.0125689 0.0125689 0.0125689 0.0128383 0.0125689 0.0139161 0.0134936 0.0128822 0.0129226 0.0125689 0.0125689 0.0129974 0.0125689 0.0125689 0.0125689 0.0143501 0.0125689 0.0125689 0.0128383 0.0125689 0.0125689 0.0125689 0.0129975 0.0125689 0.0125689 0.0125689 0.0125689 0.0125689 0.0144749 0.0125689 0.0129226 0.0125689 0.0129974 0.0125689 0.0125689 0.0125689 0.0129975 0.0125689 0.0125689 0.0125689 0.0129974 0.0125689 0.0129975 0.0125689 0.0125689 0.0129975 0.0125689 0.0125689 "F_1975" 1975
"239" 0.0145889 0.0141036 0.0141036 0.0141036 0.0141036 0.0144086 0.0141036 0.015629 0.0151496 0.0144578 0.014504 0.0141036 0.0141036 0.0145876 0.0141036 0.0141036 0.0141036 0.0161214 0.0141036 0.0141036 0.0144086 0.0141036 0.0141036 0.0141036 0.0145877 0.0141036 0.0141036 0.0141036 0.0141036 0.0141036 0.0162624 0.0141036 0.014504 0.0141036 0.0145876 0.0141036 0.0141036 0.0141036 0.0145877 0.0141036 0.0141036 0.0141036 0.0145876 0.0141036 0.0145877 0.0141036 0.0141036 0.0145877 0.0141036 0.0141036 "F_1976" 1976
"240" 0.012031 0.0116268 0.0116268 0.0116268 0.0116268 0.0118807 0.0116268 0.0128971 0.0124973 0.0119212 0.0119603 0.0116268 0.0116268 0.0120287 0.0116268 0.0116268 0.0116268 0.0133078 0.0116268 0.0116268 0.0118807 0.0116268 0.0116268 0.0116268 0.0120288 0.0116268 0.0116268 0.0116268 0.0116268 0.0116268 0.0134251 0.0116268 0.0119603 0.0116268 0.0120287 0.0116268 0.0116268 0.0116268 0.0120288 0.0116268 0.0116268 0.0116268 0.0120287 0.0116268 0.0120288 0.0116268 0.0116268 0.0120288 0.0116268 0.0116268 "F_1977" 1977
"241" 0.0175157 0.0169251 0.0169251 0.0169251 0.0169251 0.0172961 0.0169251 0.018781 0.018198 0.0173549 0.0174123 0.0169251 0.0169251 0.0175117 0.0169251 0.0169251 0.0169251 0.0193815 0.0169251 0.0169251 0.0172961 0.0169251 0.0169251 0.0169251 0.0175119 0.0169251 0.0169251 0.0169251 0.0169251 0.0169251 0.0195526 0.0169251 0.0174123 0.0169251 0.0175117 0.0169251 0.0169251 0.0169251 0.0175119 0.0169251 0.0169251 0.0169251 0.0175117 0.0169251 0.0175119 0.0169251 0.0169251 0.0175119 0.0169251 0.0169251 "F_1978" 1978
"242" 0.0213855 0.0206565 0.0206565 0.0206565 0.0206565 0.0211143 0.0206565 0.0229469 0.0222233 0.0211858 0.0212579 0.0206565 0.0206565 0.0213782 0.0206565 0.0206565 0.0206565 0.0236894 0.0206565 0.0206565 0.0211143 0.0206565 0.0206565 0.0206565 0.0213784 0.0206565 0.0206565 0.0206565 0.0206565 0.0206565 0.0238999 0.0206565 0.0212579 0.0206565 0.0213782 0.0206565 0.0206565 0.0206565 0.0213784 0.0206565 0.0206565 0.0206565 0.0213782 0.0206565 0.0213784 0.0206565 0.0206565 0.0213784 0.0206565 0.0206565 "F_1979" 1979
"243" 0.0495545 0.0478294 0.0478294 0.0478294 0.0478294 0.0489116 0.0478294 0.0532468 0.0515164 0.0490757 0.049252 0.0478294 0.0478294 0.0495248 0.0478294 0.0478294 0.0478294 0.0550099 0.0478294 0.0478294 0.0489116 0.0478294 0.0478294 0.0478294 0.0495253 0.0478294 0.0478294 0.0478294 0.0478294 0.0478294 0.0555036 0.0478294 0.049252 0.0478294 0.0495248 0.0478294 0.0478294 0.0478294 0.0495253 0.0478294 0.0478294 0.0478294 0.0495248 0.0478294 0.0495253 0.0478294 0.0478294 0.0495253 0.0478294 0.0478294 "F_1980" 1980
"244" 0.0975196 0.0938737 0.0938737 0.0938737 0.0938737 0.0961553 0.0938737 0.105329 0.101541 0.0964731 0.0968779 0.0938737 0.0938737 0.097388 0.0938737 0.0938737 0.0938737 0.109111 0.0938737 0.0938737 0.0961553 0.0938737 0.0938737 0.0938737 0.0973898 0.0938737 0.0938737 0.0938737 0.0938737 0.0938737 0.110144 0.0938737 0.0968779 0.0938737 0.097388 0.0938737 0.0938737 0.0938737 0.0973898 0.0938737 0.0938737 0.0938737 0.097388 0.0938737 0.0973898 0.0938737 0.0938737 0.0973898 0.0938737 0.0938737 "F_1981" 1981
"245" 0.156379 0.149503 0.149503 0.149503 0.149503 0.153783 0.149503 0.171182 0.163438 0.154269 0.155159 0.149503 0.149503 0.155862 0.149503 0.149503 0.149503 0.178593 0.149503 0.149503 0.153783 0.149503 0.149503 0.149503 0.155868 0.149503 0.149503 0.149503 0.149503 0.149503 0.180512 0.149503 0.155159 0.149503 0.155862 0.149503 0.149503 0.149503 0.155868 0.149503 0.149503 0.149503 0.155862 0.149503 0.155868 0.149503 0.149503 0.155868 0.149503 0.149503 "F_1982" 1982
"246" 0.181042 0.171032 0.171032 0.171032 0.171032 0.177216 0.171032 0.202936 0.190442 0.177735 0.179244 0.171032 0.171032 0.179834 0.171032 0.171032 0.171032 0.214436 0.171032 0.171032 0.177216 0.171032 0.171032 0.171032 0.179847 0.171032 0.171032 0.171032 0.171032 0.171032 0.21724 0.171032 0.179244 0.171032 0.179834 0.171032 0.171032 0.171032 0.179847 0.171032 0.171032 0.171032 0.179834 0.171032 0.179847 0.171032 0.171032 0.179847 0.171032 0.171032 "F_1983" 1983
"247" 0.203162 0.189529 0.189529 0.189529 0.189529 0.197896 0.189529 0.233633 0.215136 0.198426 0.200686 0.189529 0.189529 0.20108 0.189529 0.189529 0.189529 0.250361 0.189529 0.189529 0.197896 0.189529 0.189529 0.189529 0.201101 0.189529 0.189529 0.189529 0.189529 0.189529 0.254282 0.189529 0.200686 0.189529 0.20108 0.189529 0.189529 0.189529 0.201101 0.189529 0.189529 0.189529 0.20108 0.189529 0.201101 0.189529 0.189529 0.201101 0.189529 0.189529 "F_1984" 1984
"248" 0.310148 0.286473 0.286473 0.286473 0.286473 0.300934 0.286473 0.364172 0.330068 0.301682 0.305813 0.286473 0.286473 0.306093 0.286473 0.286473 0.286473 0.394857 0.286473 0.286473 0.300934 0.286473 0.286473 0.286473 0.306134 0.286473 0.286473 0.286473 0.286473 0.286473 0.401911 0.286473 0.305813 0.286473 0.306093 0.286473 0.286473 0.286473 0.306134 0.286473 0.286473 0.286473 0.306093 0.286473 0.306134 0.286473 0.286473 0.306134 0.286473 0.286473 "F_1985" 1985
"249" 0.317523 0.287938 0.287938 0.287938 0.287938 0.305859 0.287938 0.388102 0.341563 0.306508 0.312023 0.287938 0.287938 0.3117 0.287938 0.287938 0.287938 0.430917 0.287938 0.287938 0.305859 0.287938 0.287938 0.287938 0.311758 0.287938 0.287938 0.287938 0.287937 0.287938 0.440584 0.287938 0.312023 0.287938 0.3117 0.287938 0.287938 0.287938 0.311758 0.287938 0.287938 0.287938 0.3117 0.287938 0.311758 0.287938 0.287938 0.311758 0.287938 0.287938 "F_1986" 1986
"250" 0.279305 0.249336 0.249336 0.249336 0.249336 0.267368 0.249336 0.353801 0.302899 0.26785 0.273663 0.249336 0.249336 0.272918 0.249336 0.249336 0.249336 0.40157 0.249336 0.249336 0.267368 0.249336 0.249336 0.249336 0.272981 0.249336 0.249336 0.249336 0.249336 0.249336 0.412305 0.249336 0.273663 0.249336 0.272918 0.249336 0.249336 0.249336 0.272981 0.249336 0.249336 0.249336 0.272918 0.249336 0.272981 0.249336 0.249336 0.272981 0.249336 0.249336 "F_1987" 1987
"251" 0.26876 0.239814 0.239813 0.239813 0.239813 0.257214 0.239814 0.341307 0.291813 0.257676 0.2633 0.239814 0.239814 0.262569 0.239814 0.239814 0.239813 0.388326 0.239814 0.239814 0.257214 0.239813 0.239814 0.239814 0.26263 0.239814 0.239814 0.239814 0.239813 0.239814 0.398917 0.239814 0.2633 0.239814 0.262569 0.239813 0.239814 0.239814 0.26263 0.239814 0.239814 0.239813 0.262569 0.239813 0.26263 0.239813 0.239814 0.26263 0.239813 0.239814 "F_1988" 1988
"252" 0.284455 0.254371 0.254371 0.254371 0.254371 0.272454 0.254371 0.360139 0.308732 0.272956 0.278779 0.254371 0.254371 0.278069 0.254371 0.254371 0.254371 0.409484 0.254371 0.254371 0.272454 0.254371 0.254371 0.254371 0.278132 0.254371 0.254371 0.254371 0.254371 0.254371 0.420649 0.254371 0.278779 0.254371 0.278069 0.254371 0.254371 0.254371 0.278132 0.254371 0.254371 0.254371 0.278069 0.254371 0.278132 0.254371 0.254371 0.278132 0.254371 0.254371 "F_1989" 1989
"253" 0.279864 0.249796 0.249796 0.249796 0.249796 0.267839 0.249796 0.356568 0.304161 0.268324 0.274173 0.249796 0.249796 0.273418 0.249796 0.249796 0.249796 0.407581 0.249796 0.249796 0.267839 0.249796 0.249796 0.249796 0.273481 0.249796 0.249796 0.249796 0.249796 0.249796 0.41918 0.249796 0.274173 0.249796 0.273418 0.249796 0.249796 0.249796 0.273481 0.249796 0.249796 0.249796 0.273418 0.249796 0.273481 0.249796 0.249796 0.273481 0.249796 0.249796 "F_1990" 1990
"254" 0.342077 0.304667 0.304667 0.304667 0.304667 0.327081 0.304667 0.438729 0.372298 0.327659 0.334974 0.304667 0.304667 0.333971 0.304667 0.304667 0.304667 0.504191 0.304667 0.304667 0.327081 0.304667 0.304667 0.304667 0.33405 0.304667 0.304667 0.304667 0.304667 0.304667 0.519137 0.304667 0.334974 0.304667 0.333971 0.304667 0.304667 0.304667 0.33405 0.304667 0.304667 0.304667 0.333971 0.304667 0.33405 0.304667 0.304667 0.33405 0.304667 0.304667 "F_1991" 1991
"255" 0.334025 0.295036 0.295036 0.295036 0.295036 0.318306 0.295036 0.437589 0.365241 0.318815 0.326569 0.295036 0.295036 0.325295 0.295036 0.295036 0.295036 0.510527 0.295036 0.295036 0.318306 0.295036 0.295036 0.295036 0.32538 0.295036 0.295036 0.295036 0.295036 0.295036 0.527287 0.295036 0.326569 0.295036 0.325295 0.295036 0.295036 0.295036 0.32538 0.295036 0.295036 0.295036 0.325295 0.295036 0.32538 0.295036 0.295036 0.32538 0.295036 0.295036 "F_1992" 1992
"256" 0.400432 0.350966 0.350966 0.350966 0.350966 0.380385 0.350966 0.535367 0.440029 0.380935 0.390909 0.350966 0.350966 0.389056 0.350966 0.350966 0.350966 0.633987 0.350966 0.350966 0.380385 0.350966 0.350966 0.350966 0.389166 0.350966 0.350966 0.350966 0.350966 0.350966 0.656838 0.350966 0.390909 0.350966 0.389056 0.350966 0.350966 0.350966 0.389166 0.350966 0.350966 0.350966 0.389056 0.350966 0.389166 0.350966 0.350966 0.389166 0.350966 0.350966 "F_1993" 1993
"257" 0.396014 0.343396 0.343396 0.343396 0.343396 0.374542 0.343396 0.544971 0.438224 0.375001 0.385794 0.343396 0.343396 0.383512 0.343396 0.343396 0.343396 0.659734 0.343396 0.343396 0.374542 0.343396 0.343396 0.343396 0.383632 0.343396 0.343396 0.343396 0.343396 0.343396 0.686722 0.343396 0.385794 0.343396 0.383512 0.343396 0.343396 0.343396 0.383632 0.343396 0.343396 0.343396 0.383512 0.343396 0.383632 0.343396 0.343396 0.383632 0.343396 0.343396 "F_1994" 1994
"258" 0.309942 0.267145 0.267145 0.267145 0.267145 0.292427 0.267145 0.433101 0.344455 0.29276 0.301599 0.267145 0.267145 0.299652 0.267145 0.267145 0.267145 0.530708 0.267145 0.267145 0.292427 0.267145 0.267145 0.267145 0.29975 0.267145 0.267145 0.267145 0.267145 0.267145 0.553797 0.267145 0.301599 0.267145 0.299652 0.267145 0.267145 0.267145 0.29975 0.267145 0.267145 0.267145 0.299652 0.267145 0.29975 0.267145 0.267145 0.29975 0.267145 0.267145 "F_1995" 1995
"259" 0.37311 0.327182 0.327182 0.327182 0.327182 0.354464 0.327182 0.500836 0.412336 0.354977 0.364246 0.327182 0.327182 0.362575 0.327182 0.327182 0.327182 0.600328 0.327182 0.327182 0.354464 0.327182 0.327182 0.327182 0.362675 0.327182 0.327182 0.327182 0.327182 0.327182 0.623555 0.327182 0.364246 0.327182 0.362575 0.327182 0.327182 0.327182 0.362675 0.327182 0.327182 0.327182 0.362575 0.327182 0.362675 0.327182 0.327182 0.362675 0.327182 0.327182 "F_1996" 1996
"260" 0.444159 0.391738 0.391738 0.391738 0.391738 0.422914 0.391738 0.588061 0.488416 0.423407 0.434066 0.391738 0.391738 0.431937 0.391738 0.391738 0.391738 0.700706 0.391738 0.391738 0.422914 0.391738 0.391738 0.391738 0.432054 0.391738 0.391738 0.391738 0.391738 0.391738 0.726725 0.391738 0.434066 0.391738 0.431937 0.391738 0.391738 0.391738 0.432054 0.391738 0.391738 0.391738 0.431937 0.391738 0.432054 0.391738 0.391738 0.432054 0.391738 0.391738 "F_1997" 1997
"261" 0.27301 0.243824 0.243824 0.243824 0.243824 0.261262 0.243824 0.351285 0.297569 0.261718 0.267436 0.243824 0.243824 0.266664 0.243824 0.243824 0.243824 0.409904 0.243824 0.243824 0.261262 0.243824 0.243824 0.243824 0.266725 0.243824 0.243824 0.243824 0.243824 0.243824 0.423561 0.243824 0.267436 0.243824 0.266664 0.243824 0.243824 0.243824 0.266725 0.243824 0.243824 0.243824 0.266664 0.243824 0.266725 0.243824 0.243824 0.266725 0.243824 0.243824 "F_1998" 1998
