"replist1" "replist2" "replist3" "replist4" "replist5" "replist6" "replist7" "replist8" "replist9" "replist10" "replist11" "replist12" "replist13" "replist14" "replist15" "replist16" "replist17" "replist18" "replist19" "replist20" "replist21" "replist22" "replist23" "replist24" "replist25" "replist26" "replist27" "replist28" "replist29" "replist30" "replist31" "replist32" "replist33" "replist34" "replist35" "replist36" "replist37" "replist38" "replist39" "replist40" "replist41" "replist42" "replist43" "replist44" "replist45" "replist46" "replist47" "replist48" "replist49" "replist50" "Label" "Yr"
"116" 78605.5 81625 81625 81625 81625 79740.9 81625 73223.4 76136.9 79788.9 79127.9 81625 81625 79398.7 81625 81625 81625 70374.1 81625 81625 79740.9 81625 81625 81625 79391 81625 81625 81625 81625 81625 69881.9 81625 79127.9 81625 79398.7 81625 81625 81625 79391 81625 81625 81625 79398.7 81625 79391 81625 81625 79391 81625 81625 "Recr_1993" 1993
"117" 54272.2 57679.1 57679.1 57679.1 57679.1 55564.9 57679.1 48210.1 52495 55680.4 54867.6 57679.1 57679.1 55325.3 57679.1 57679.1 57679.1 44866.8 57679.1 57679.1 55564.9 57679.1 57679.1 57679.1 55315 57679.1 57679.1 57679.1 57679.1 57679.1 44310.7 57679.1 54867.6 57679.1 55325.3 57679.1 57679.1 57679.1 55315 57679.1 57679.1 57679.1 55325.3 57679.1 55315 57679.1 57679.1 55315 57679.1 57679.1 "Recr_1994" 1994
"118" 129812 137769 137769 137769 137769 132810 137769 115722 125734 132945 131193 137769 137769 131960 137769 137769 137769 108822 137769 137769 132810 137769 137769 137769 131939 137769 137769 137769 137769 137769 107594 137769 131193 137769 131960 137769 137769 137769 131939 137769 137769 137769 131960 137769 131939 137769 137769 131939 137769 137769 "Recr_1995" 1995
"119" 79036.3 84081 84081.1 84081.1 84081 80943.4 84081 69932.2 76069.3 81049.4 79915.6 84081.1 84081.1 80446.2 84081.1 84081.1 84081.1 64939.6 84081.1 84081.1 80943.4 84081.1 84081.1 84081.1 80432.4 84081.1 84081 84081 84081.1 84081.1 64078.6 84081.1 79915.6 84081.1 80446.2 84081.1 84081 84081.1 80432.4 84081.1 84081.1 84081.1 80446.2 84081.1 80432.4 84081.1 84081.1 80432.4 84081.1 84081.1 "Recr_1996" 1996
"120" 115636 123291 123291 123291 123291 118557 123291 102380 112379 118912 116977 123291 123291 118207 123291 123291 123291 95716.6 123291 123291 118557 123291 123291 123291 118183 123291 123291 123291 123291 123291 94626.5 123291 116977 123291 118207 123291 123291 123291 118183 123291 123291 123291 118207 123291 118183 123291 123291 118183 123291 123291 "Recr_1997" 1997
"121" 61078.4 64266.4 64266.4 64266.4 64266.4 62285.9 64266.4 54864.2 58291.4 62226.9 61639.6 64266.4 64266.4 61710.7 64266.4 64266.4 64266.4 51352.7 64266.4 64266.4 62285.9 64266.4 64266.4 64266.4 61704.8 64266.4 64266.4 64266.4 64266.4 64266.4 50704.5 64266.4 61639.6 64266.4 61710.7 64266.4 64266.4 64266.4 61704.8 64266.4 64266.4 64266.4 61710.7 64266.4 61704.8 64266.4 64266.4 61704.8 64266.4 64266.4 "Recr_1998" 1998
"122" 107508 114669 114669 114669 114669 110214 114669 94716.1 104172 110407 108754 114669 114669 109590 114669 114669 114669 88035.6 114669 114669 110214 114669 114669 114669 109570 114669 114669 114669 114669 114669 86889.1 114669 108754 114669 109590 114669 114669 114669 109570 114669 114669 114669 109590 114669 109570 114669 114669 109570 114669 114669 "Recr_1999" 1999
"123" 80808.4 85874.9 85874.9 85874.9 85874.9 82741.2 85874.8 71876.6 78618.6 82942.3 81697.3 85874.9 85874.9 82443.2 85874.9 85874.9 85874.9 67152 85874.8 85874.9 82741.2 85874.9 85874.9 85874.9 82427.7 85874.9 85874.8 85874.9 85874.9 85874.9 66388.9 85874.9 81697.3 85874.9 82443.2 85874.9 85874.9 85874.9 82427.7 85874.9 85874.9 85874.9 82443.2 85874.9 82427.7 85874.9 85874.9 82427.7 85874.9 85874.8 "Recr_2000" 2000
"124" 79126.6 84009.9 84010 84010 84010 80983.3 84010 70427.5 76487.2 81120.8 79982.1 84010 84010 80578.8 84010 84010 84010 65980.5 84010 84010 80983.3 84010 84010 84010 80564.8 84010 84010 84010 84010 84010 65214.3 84010 79982.1 84010 80578.8 84010 84010 84010 80564.8 84010 84010 84010 80578.8 84010 80564.8 84010 84010 80564.8 84010 84010 "Recr_2001" 2001
"125" 59410.2 62665.6 62665.6 62665.6 62665.6 60643.1 62665.6 53407 57324.5 60675.7 59979.4 62665.6 62665.6 60237.9 62665.6 62665.6 62665.6 50223.8 62665.6 62665.6 60643.1 62665.6 62665.6 62665.6 60230 62665.6 62665.6 62665.6 62665.6 62665.6 49665.7 62665.6 59979.4 62665.6 60237.9 62665.6 62665.6 62665.6 60230 62665.6 62665.6 62665.6 60237.9 62665.6 60230 62665.6 62665.6 60230 62665.6 62665.6 "Recr_2002" 2002
"126" 95498.3 101760 101760 101760 101760 97866 101760 84363.8 92598.7 98038.5 96588.6 101760 101760 97336.1 101760 101760 101760 78596.7 101760 101760 97866 101760 101760 101760 97318 101760 101760 101760 101760 101760 77603.3 101760 96588.6 101760 97336.1 101760 101760 101760 97318 101760 101760 101760 97336.1 101760 97318 101760 101760 97318 101760 101760 "Recr_2003" 2003
"127" 95604.8 101906 101906 101906 101906 97990.9 101906 84242.5 92056.8 98127.7 96704.3 101906 101906 97379.7 101906 101906 101906 78334.5 101906 101906 97990.9 101906 101906 101906 97362.4 101906 101906 101906 101906 101906 77287.6 101906 96704.3 101906 97379.7 101906 101906 101906 97362.4 101906 101906 101906 97379.7 101906 97362.4 101906 101906 97362.4 101906 101906 "Recr_2004" 2004
"128" 113198 120793 120793 120793 120793 116050 120793 99309 109353 116130 114513 120793 120793 115140 120793 120793 120793 92240 120793 120793 116050 120793 120793 120793 115120 120793 120793 120793 120793 120793 90865.8 120793 114513 120793 115140 120793 120793 120793 115120 120793 120793 120793 115140 120793 115120 120793 120793 115120 120793 120793 "Recr_2005" 2005
"129" 67016.1 71148.8 71148.9 71148.9 71148.9 68560.7 71148.9 59469.7 64366.5 68583.9 67727.9 71148.9 71148.9 68024 71148.9 71148.9 71148.9 55567.1 71148.9 71148.9 68560.7 71148.9 71148.9 71148.9 68013.7 71148.9 71148.8 71148.9 71148.9 71148.9 54780.4 71148.9 67727.9 71148.9 68024 71148.9 71148.9 71148.9 68013.7 71148.9 71148.9 71148.9 68024 71148.9 68013.7 71148.9 71148.9 68013.7 71148.9 71148.9 "Recr_2006" 2006
"130" 83149.6 88754.4 88754.4 88754.4 88754.4 85221.5 88754.4 72807.7 79997.8 85208.1 84103.3 88754.4 88754.4 84410.6 88754.4 88754.4 88754.4 67444.7 88754.4 88754.4 85221.5 88754.4 88754.4 88754.4 84396.9 88754.4 88754.4 88754.4 88754.4 88754.4 66284.4 88754.4 84103.3 88754.4 84410.6 88754.4 88754.4 88754.4 84396.9 88754.4 88754.4 88754.4 84410.6 88754.4 84396.9 88754.4 88754.4 84396.9 88754.4 88754.4 "Recr_2007" 2007
"131" 84342.6 89877.5 89877.5 89877.5 89877.5 86392.2 89877.5 73532.2 80861.1 86186.3 85294.2 89877.5 89877.5 85166.4 89877.5 89877.5 89877.5 67568 89877.5 89877.5 86392.2 89877.5 89877.5 89877.5 85157.3 89877.5 89877.5 89877.5 89877.5 89877.5 66375.3 89877.5 85294.2 89877.5 85166.4 89877.5 89877.5 89877.5 85157.3 89877.5 89877.5 89877.5 85166.4 89877.5 85157.3 89877.5 89877.5 85157.3 89877.5 89877.5 "Recr_2008" 2008
"132" 57859.4 61793.7 61793.7 61793.7 61793.7 59368.6 61793.7 51010.1 56403.3 59554 58554.3 61793.7 61793.7 59181 61793.7 61793.7 61793.7 47194.4 61793.7 61793.7 59368.6 61793.7 61793.7 61793.7 59168.8 61793.7 61793.7 61793.7 61793.7 61793.7 46633.9 61793.7 58554.3 61793.7 59181 61793.7 61793.7 61793.7 59168.8 61793.7 61793.7 61793.7 59181 61793.7 59168.8 61793.7 61793.7 59168.8 61793.7 61793.7 "Recr_2009" 2009
"133" 138017 148570 148570 148570 148570 142190 148570 119598 134604 143014 139940 148570 148570 142361 148570 148570 148570 109600 148570 148570 142190 148570 148570 148570 142323 148570 148570 148570 148570 148570 108511 148570 139940 148570 142361 148570 148570 148570 142323 148570 148570 148570 142361 148570 142323 148570 148570 142323 148570 148570 "Recr_2010" 2010
"134" 74015.4 76637.6 76637.6 76637.6 76637.6 75003.1 76637.6 70103.9 71993.9 75200.2 74464.6 76637.6 76637.6 75076 76637.6 76637.6 76637.6 68401.1 76637.6 76637.6 75003.1 76637.6 76637.6 76637.6 75065.3 76637.6 76637.6 76637.6 76637.6 76637.6 68273.5 76637.6 74464.6 76637.6 75076 76637.6 76637.5 76637.6 75065.3 76637.6 76637.6 76637.6 75076 76637.6 75065.3 76637.6 76637.6 75065.3 76637.6 76637.6 "Recr_2011" 2011
"135" 84263.1 89323.8 89323.8 89323.8 89323.8 86261.8 89323.8 75732.7 82485.6 86659.8 85184.4 89323.8 89323.8 86374.7 89323.8 89323.8 89323.8 71866 89323.8 89323.8 86261.8 89323.8 89323.8 89323.8 86356.3 89323.8 89323.8 89323.8 89323.8 89323.8 71718.9 89323.8 85184.4 89323.8 86374.7 89323.8 89323.8 89323.8 86356.3 89323.8 89323.8 89323.8 86374.7 89323.8 86356.3 89323.8 89323.8 86356.3 89323.8 89323.8 "Recr_2012" 2012
"136" 79920.6 82389.6 82389.7 82389.7 82389.7 80672.9 82389.7 77481.5 76469.1 80532.3 80245.2 82389.7 82389.7 80083.3 82389.7 82389.6 82389.7 78966.2 82389.6 82389.7 80672.9 82389.7 82389.7 82389.7 80077.5 82389.7 82389.7 82389.7 82389.7 82389.7 78349.2 82389.7 80245.1 82389.6 80083.3 82389.7 82389.7 82389.7 80077.5 82389.7 82389.7 82389.7 80083.3 82389.7 80077.5 82389.7 82389.6 80077.5 82389.7 82389.7 "Recr_2013" 2013
"137" 153063 165978 165978 165978 165978 158084 165978 125601 147350 158296 155405 165978 165978 156609 165978 165978 165978 105939 165978 165978 158084 165978 165978 165978 156576 165978 165978 165978 165978 165978 102731 165978 155405 165978 156609 165978 165978 165978 156576 165978 165978 165978 156609 165978 156576 165978 165978 156576 165978 165978 "Recr_2014" 2014
"138" 26978.9 30171.9 30171.9 30171.9 30171.9 28182.8 30171.9 21808.2 26317.9 28174.4 27535.3 30171.9 30171.9 27687.6 30171.9 30171.9 30171.9 19942.3 30171.9 30171.9 28182.8 30171.9 30171.9 30171.9 27681.6 30171.9 30171.9 30171.9 30171.9 30171.9 19683.3 30171.9 27535.3 30171.9 27687.6 30171.9 30171.9 30171.9 27681.6 30171.9 30171.9 30171.9 27687.6 30171.9 27681.6 30171.9 30171.9 27681.6 30171.9 30171.9 "Recr_2015" 2015
"139" 31884.5 32815.3 32815.3 32815.3 32815.3 32211.9 32815.3 30799.3 30988.5 32258.6 32029.7 32815.3 32815.3 32197.3 32815.3 32815.3 32815.3 30931.8 32815.3 32815.3 32211.9 32815.3 32815.3 32815.3 32193.7 32815.3 32815.3 32815.3 32815.3 32815.3 30908.3 32815.3 32029.7 32815.3 32197.3 32815.3 32815.3 32815.3 32193.7 32815.3 32815.3 32815.3 32197.3 32815.3 32193.7 32815.3 32815.3 32193.7 32815.3 32815.3 "Recr_2016" 2016
"140" 50477.8 53028.1 53028.1 53028.1 53028.2 51422 53028.1 45831.3 49104.9 51442.9 50911.6 53028.1 53028.1 51115.7 53028.1 53028.1 53028.1 43391.7 53028.1 53028.1 51422 53028.1 53028.1 53028.1 51108.7 53028.1 53028.1 53028.1 53028.1 53028.1 42863.1 53028.1 50911.6 53028.1 51115.7 53028.1 53028.1 53028.1 51108.7 53028.1 53028.1 53028.1 51115.7 53028.2 51108.7 53028.1 53028.1 51108.7 53028.1 53028.1 "Recr_2017" 2017
"141" 52764.7 55696.1 55696.1 55696.1 55696.1 53862.6 55696.1 47474.6 51241.8 53921.6 53269.2 55696.1 55696.1 53573.4 55696.1 55696.1 55696.1 44703.9 55696.1 55696.1 53862.6 55696.1 55696.1 55696.1 53565.1 55696.1 55696.1 55696.1 55696.1 55696.1 44170.1 55696.1 53269.2 55696.1 53573.4 55696.1 55696.1 55696.1 53565.1 55696.1 55696.1 55696.1 53573.4 55696.1 53565.1 55696.1 55696.1 53565.1 55696.1 55696.1 "Recr_2018" 2018
"142" 72188.4 77325.1 77325.2 77325.2 77325.2 74148.7 77325.1 62759.2 69583.8 74282.5 73093.4 77325.1 77325.1 73691.9 77325.1 77325.1 77325.2 57611.2 77325.1 77325.1 74148.7 77325.2 77325.1 77325.1 73677.5 77325.1 77325.1 77325.1 77325.2 77325.1 56733.7 77325.1 73093.4 77325.1 73691.9 77325.2 77325.1 77325.2 73677.5 77325.1 77325.1 77325.2 73691.9 77325.2 73677.5 77325.2 77325.1 73677.5 77325.2 77325.1 "Recr_2019" 2019
"143" 72475.6 77457.3 77457.3 77457.3 77457.3 74371.3 77457.3 63415 69919.3 74496.4 73350.1 77457.3 77457.3 73920.1 77457.3 77457.3 77457.3 58556.7 77457.3 77457.3 74371.3 77457.3 77457.3 77457.3 73906.2 77457.3 77457.3 77457.3 77457.3 77457.3 57721.4 77457.3 73350.1 77457.3 73920.1 77457.3 77457.3 77457.3 73906.2 77457.3 77457.3 77457.3 73920.1 77457.3 73906.2 77457.3 77457.3 73906.2 77457.3 77457.3 "Recr_2020" 2020
"144" 75460.8 80330.2 80330.2 80330.2 80330.2 77309.5 80330.2 66668.8 72923.2 77425.3 76313.3 80330.2 80330.2 76855.5 80330.2 80330.2 80330.2 62013.2 80330.2 80330.2 77309.5 80330.2 80330.2 80330.2 76842 80330.2 80330.2 80330.2 80330.2 80330.2 61209.3 80330.2 76313.3 80330.2 76855.5 80330.2 80330.2 80330.2 76842 80330.2 80330.2 80330.2 76855.5 80330.2 76842 80330.2 80330.2 76842 80330.2 80330.2 "Recr_2021" 2021
"145" 0.0209661 0.0200548 0.0200548 0.0200548 0.0200548 0.0206163 0.0200548 0.0226997 0.0214696 0.0205992 0.0208041 0.0200548 0.0200548 0.0207113 0.0200548 0.0200548 0.0200548 0.0235854 0.0200548 0.0200548 0.0206163 0.0200548 0.0200548 0.0200548 0.0207138 0.0200548 0.0200548 0.0200548 0.0200548 0.0200548 0.0237438 0.0200548 0.0208041 0.0200548 0.0207113 0.0200548 0.0200548 0.0200548 0.0207138 0.0200548 0.0200548 0.0200548 0.0207113 0.0200548 0.0207138 0.0200548 0.0200548 0.0207138 0.0200548 0.0200548 "SPRratio_1952" 1952
"146" 0.0219458 0.0209879 0.0209879 0.0209879 0.0209879 0.0215781 0.0209879 0.023769 0.0224752 0.0215601 0.0217755 0.0209879 0.0209879 0.0216779 0.0209879 0.0209879 0.0209879 0.0247011 0.0209879 0.0209879 0.0215781 0.0209879 0.0209879 0.0209879 0.0216806 0.0209879 0.0209879 0.0209879 0.0209879 0.0209879 0.0248678 0.0209879 0.0217755 0.0209879 0.0216779 0.0209879 0.0209879 0.0209879 0.0216806 0.0209879 0.0209879 0.0209879 0.0216779 0.0209879 0.0216806 0.0209879 0.0209879 0.0216806 0.0209879 0.0209879 "SPRratio_1953" 1953
"147" 0.0235182 0.0224896 0.0224896 0.0224896 0.0224896 0.0231234 0.0224896 0.0254764 0.0240868 0.023104 0.0233353 0.0224896 0.0224896 0.0232305 0.0224896 0.0224896 0.0224896 0.0264778 0.0224896 0.0224896 0.0231234 0.0224896 0.0224896 0.0224896 0.0232333 0.0224896 0.0224896 0.0224896 0.0224896 0.0224896 0.026657 0.0224896 0.0233353 0.0224896 0.0232305 0.0224896 0.0224896 0.0224896 0.0232333 0.0224896 0.0224896 0.0224896 0.0232305 0.0224896 0.0232333 0.0224896 0.0224896 0.0232333 0.0224896 0.0224896 "SPRratio_1954" 1954
"148" 0.0240102 0.0229582 0.0229582 0.0229582 0.0229582 0.0236064 0.0229582 0.0260137 0.024592 0.0235866 0.0238232 0.0229582 0.0229582 0.023716 0.0229582 0.0229582 0.0229582 0.0270385 0.0229582 0.0229582 0.0236064 0.0229582 0.0229582 0.0229582 0.0237188 0.0229582 0.0229582 0.0229582 0.0229582 0.0229582 0.0272218 0.0229582 0.0238232 0.0229582 0.023716 0.0229582 0.0229582 0.0229582 0.0237188 0.0229582 0.0229582 0.0229582 0.023716 0.0229582 0.0237188 0.0229582 0.0229582 0.0237188 0.0229582 0.0229582 "SPRratio_1955" 1955
"149" 0.0258633 0.0247296 0.0247296 0.0247296 0.0247296 0.0254281 0.0247296 0.0280226 0.0264903 0.0254068 0.0256618 0.0247296 0.0247296 0.0255462 0.0247296 0.0247296 0.0247296 0.0291271 0.0247296 0.0247296 0.0254281 0.0247296 0.0247296 0.0247296 0.0255493 0.0247296 0.0247296 0.0247296 0.0247296 0.0247296 0.0293247 0.0247296 0.0256618 0.0247296 0.0255462 0.0247296 0.0247296 0.0247296 0.0255493 0.0247296 0.0247296 0.0247296 0.0255462 0.0247296 0.0255493 0.0247296 0.0247296 0.0255493 0.0247296 0.0247296 "SPRratio_1956" 1956
"150" 0.033546 0.0320797 0.0320796 0.0320796 0.0320796 0.0329831 0.0320796 0.0363373 0.0343567 0.0329555 0.0332853 0.0320796 0.0320796 0.0331359 0.0320796 0.0320796 0.0320796 0.0377645 0.0320796 0.0320796 0.0329831 0.0320796 0.0320796 0.0320796 0.0331399 0.0320796 0.0320797 0.0320796 0.0320796 0.0320796 0.0380198 0.0320796 0.0332853 0.0320796 0.0331359 0.0320796 0.0320796 0.0320796 0.0331399 0.0320796 0.0320796 0.0320796 0.0331359 0.0320796 0.0331399 0.0320796 0.0320796 0.0331399 0.0320796 0.0320796 "SPRratio_1957" 1957
"151" 0.0284702 0.0272188 0.0272188 0.0272188 0.0272188 0.0279898 0.0272188 0.0308542 0.0291624 0.0279662 0.0282477 0.0272188 0.0272188 0.0281201 0.0272188 0.0272188 0.0272188 0.0320742 0.0272188 0.0272188 0.0279898 0.0272188 0.0272188 0.0272188 0.0281236 0.0272188 0.0272188 0.0272188 0.0272188 0.0272188 0.0322925 0.0272188 0.0282477 0.0272188 0.0281201 0.0272188 0.0272188 0.0272188 0.0281236 0.0272188 0.0272188 0.0272188 0.0281201 0.0272188 0.0281236 0.0272188 0.0272188 0.0281236 0.0272188 0.0272188 "SPRratio_1958" 1958
"152" 0.0315362 0.0301518 0.0301518 0.0301518 0.0301518 0.0310048 0.0301518 0.0341731 0.032302 0.0309787 0.0312901 0.0301518 0.0301518 0.0311489 0.0301518 0.0301518 0.0301518 0.0355223 0.0301518 0.0301518 0.0310048 0.0301518 0.0301518 0.0301518 0.0311527 0.0301518 0.0301518 0.0301518 0.0301518 0.0301518 0.0357636 0.0301518 0.0312901 0.0301518 0.0311489 0.0301518 0.0301518 0.0301518 0.0311527 0.0301518 0.0301518 0.0301518 0.0311489 0.0301518 0.0311527 0.0301518 0.0301518 0.0311527 0.0301518 0.0301518 "SPRratio_1959" 1959
"153" 0.0555366 0.0531291 0.0531291 0.0531291 0.0531291 0.0546127 0.0531291 0.0601139 0.0568667 0.0545674 0.0551088 0.0531291 0.0531291 0.0548635 0.0531291 0.0531291 0.0531291 0.062451 0.0531291 0.0531291 0.0546127 0.0531291 0.0531291 0.0531291 0.05487 0.0531291 0.0531291 0.0531291 0.0531291 0.0531291 0.0628687 0.0531291 0.0551088 0.0531291 0.0548635 0.0531291 0.0531291 0.0531291 0.05487 0.0531291 0.0531291 0.0531291 0.0548635 0.0531291 0.05487 0.0531291 0.0531291 0.05487 0.0531291 0.0531291 "SPRratio_1960" 1960
"154" 0.0564122 0.0539525 0.0539525 0.0539525 0.0539525 0.0554681 0.0539525 0.0610924 0.0577718 0.0554218 0.055975 0.0539525 0.0539525 0.0557243 0.0539525 0.0539525 0.0539525 0.0634842 0.0539525 0.0539525 0.0554681 0.0539525 0.0539525 0.0539525 0.055731 0.0539525 0.0539525 0.0539525 0.0539525 0.0539525 0.0639118 0.0539525 0.055975 0.0539525 0.0557243 0.0539525 0.0539525 0.0539525 0.055731 0.0539525 0.0539525 0.0539525 0.0557243 0.0539525 0.055731 0.0539525 0.0539525 0.055731 0.0539525 0.0539525 "SPRratio_1961" 1961
"155" 0.0358898 0.0343201 0.0343201 0.0343201 0.0343201 0.0352875 0.0343201 0.0388649 0.0367615 0.0352574 0.0356109 0.0343201 0.0343201 0.0354498 0.0343201 0.0343201 0.0343201 0.04038 0.0343201 0.0343201 0.0352875 0.0343201 0.0343201 0.0343201 0.0354541 0.0343201 0.0343201 0.0343201 0.0343201 0.0343201 0.0406493 0.0343201 0.0356109 0.0343201 0.0354498 0.0343201 0.0343201 0.0343201 0.0354541 0.0343201 0.0343201 0.0343201 0.0354498 0.0343201 0.0354541 0.0343201 0.0343201 0.0354541 0.0343201 0.0343201 "SPRratio_1962" 1962
"156" 0.0731862 0.070139 0.070139 0.070139 0.070139 0.0720197 0.070139 0.0788638 0.0748871 0.0719591 0.0726467 0.070139 0.070139 0.0723297 0.070139 0.070139 0.070139 0.0817054 0.070139 0.070139 0.0720197 0.070139 0.070139 0.070139 0.0723381 0.070139 0.070139 0.070139 0.070139 0.070139 0.0822016 0.070139 0.0726467 0.070139 0.0723297 0.070139 0.070139 0.070139 0.0723381 0.070139 0.070139 0.070139 0.0723297 0.070139 0.0723381 0.070139 0.070139 0.0723381 0.070139 0.070139 "SPRratio_1963" 1963
"157" 0.0933185 0.0894538 0.0894538 0.0894538 0.0894538 0.0918395 0.0894538 0.100507 0.0954761 0.0917624 0.0926345 0.0894538 0.0894538 0.0922322 0.0894538 0.0894538 0.0894538 0.104098 0.0894538 0.0894538 0.0918395 0.0894538 0.0894538 0.0894538 0.0922428 0.0894538 0.0894538 0.0894538 0.0894538 0.0894538 0.104724 0.0894538 0.0926345 0.0894538 0.0922322 0.0894538 0.0894538 0.0894538 0.0922428 0.0894538 0.0894538 0.0894538 0.0922322 0.0894538 0.0922428 0.0894538 0.0894538 0.0922428 0.0894538 0.0894538 "SPRratio_1964" 1964
"158" 0.0275589 0.0263173 0.0263173 0.0263173 0.0263173 0.0270819 0.0263173 0.0299288 0.0282483 0.0270584 0.027338 0.0263173 0.0263173 0.027211 0.0263173 0.0263173 0.0263173 0.0311442 0.0263173 0.0263173 0.0270819 0.0263173 0.0263173 0.0263173 0.0272144 0.0263173 0.0263173 0.0263173 0.0263173 0.0263173 0.0313615 0.0263173 0.027338 0.0263173 0.027211 0.0263173 0.0263173 0.0263173 0.0272144 0.0263173 0.0263173 0.0263173 0.027211 0.0263173 0.0272144 0.0263173 0.0263173 0.0272144 0.0263173 0.0263173 "SPRratio_1965" 1965
"159" 0.0304345 0.0290793 0.0290792 0.0290792 0.0290792 0.0299141 0.0290793 0.0330166 0.031013 0.0298884 0.0301935 0.0290792 0.0290792 0.0300549 0.0290792 0.0290792 0.0290792 0.0343374 0.0290792 0.0290792 0.0299141 0.0290792 0.0290792 0.0290792 0.0300586 0.0290792 0.0290793 0.0290792 0.0290792 0.0290792 0.0345732 0.0290792 0.0301935 0.0290792 0.0300549 0.0290792 0.0290792 0.0290792 0.0300586 0.0290793 0.0290792 0.0290792 0.0300549 0.0290792 0.0300586 0.0290792 0.0290792 0.0300586 0.0290792 0.0290792 "SPRratio_1966" 1966
"160" 0.0472067 0.0451326 0.0451326 0.0451326 0.0451326 0.0464106 0.0451326 0.0511531 0.0481822 0.0463713 0.046838 0.0451326 0.0451326 0.0466262 0.0451326 0.0451326 0.0451326 0.053169 0.0451326 0.0451326 0.0464106 0.0451326 0.0451326 0.0451326 0.0466319 0.0451326 0.0451326 0.0451326 0.0451326 0.0451326 0.053529 0.0451326 0.046838 0.0451326 0.0466262 0.0451326 0.0451326 0.0451326 0.0466319 0.0451326 0.0451326 0.0451326 0.0466262 0.0451326 0.0466319 0.0451326 0.0451326 0.0466319 0.0451326 0.0451326 "SPRratio_1967" 1967
"161" 0.0449965 0.0430192 0.0430192 0.0430192 0.0430192 0.0442375 0.0430192 0.048756 0.0459194 0.0442 0.044645 0.0430192 0.0430192 0.0444428 0.0430192 0.0430192 0.0430192 0.0506754 0.0430192 0.0430192 0.0442375 0.0430192 0.0430192 0.0430192 0.0444483 0.0430192 0.0430192 0.0430192 0.0430192 0.0430192 0.0510178 0.0430192 0.044645 0.0430192 0.0444428 0.0430192 0.0430192 0.0430192 0.0444483 0.0430192 0.0430192 0.0430192 0.0444428 0.0430192 0.0444483 0.0430192 0.0430192 0.0444483 0.0430192 0.0430192 "SPRratio_1968" 1968
"162" 0.0315645 0.0301677 0.0301677 0.0301677 0.0301677 0.0310283 0.0301677 0.0342224 0.0321646 0.0310017 0.0313162 0.0301677 0.0301677 0.0311733 0.0301677 0.0301677 0.0301677 0.0355802 0.0301677 0.0301677 0.0310283 0.0301677 0.0301677 0.0301677 0.0311771 0.0301677 0.0301677 0.0301677 0.0301677 0.0301677 0.0358225 0.0301677 0.0313162 0.0301677 0.0311733 0.0301677 0.0301677 0.0301677 0.0311771 0.0301677 0.0301677 0.0301677 0.0311733 0.0301677 0.0311771 0.0301677 0.0301677 0.0311771 0.0301677 0.0301677 "SPRratio_1969" 1969
"163" 0.0399952 0.0382366 0.0382366 0.0382366 0.0382366 0.0393202 0.0382366 0.0433394 0.0405012 0.0392868 0.0396826 0.0382366 0.0382366 0.0395029 0.0382366 0.0382366 0.0382366 0.045045 0.0382366 0.0382366 0.0393202 0.0382366 0.0382366 0.0382366 0.0395077 0.0382366 0.0382366 0.0382366 0.0382366 0.0382366 0.0453494 0.0382366 0.0396826 0.0382366 0.0395029 0.0382366 0.0382366 0.0382366 0.0395077 0.0382366 0.0382366 0.0382366 0.0395029 0.0382366 0.0395077 0.0382366 0.0382366 0.0395077 0.0382366 0.0382366 "SPRratio_1970" 1970
"164" 0.0316582 0.0302604 0.0302604 0.0302604 0.0302604 0.0311216 0.0302604 0.0343164 0.0319654 0.0310951 0.0314097 0.0302604 0.0302604 0.0312668 0.0302604 0.0302604 0.0302604 0.0356717 0.0302604 0.0302604 0.0311216 0.0302604 0.0302604 0.0302604 0.0312706 0.0302604 0.0302604 0.0302604 0.0302604 0.0302604 0.0359135 0.0302604 0.0314097 0.0302604 0.0312668 0.0302604 0.0302604 0.0302604 0.0312706 0.0302604 0.0302604 0.0302604 0.0312668 0.0302604 0.0312706 0.0302604 0.0302604 0.0312706 0.0302604 0.0302604 "SPRratio_1971" 1971
"165" 0.0311594 0.0297967 0.0297967 0.0297967 0.0297967 0.0306366 0.0297967 0.0337406 0.0314384 0.0306105 0.0309174 0.0297967 0.0297967 0.0307775 0.0297967 0.0297967 0.0297967 0.0350512 0.0297967 0.0297967 0.0306366 0.0297967 0.0297967 0.0297967 0.0307813 0.0297967 0.0297967 0.0297967 0.0297967 0.0297967 0.035284 0.0297967 0.0309174 0.0297967 0.0307775 0.0297967 0.0297967 0.0297967 0.0307813 0.0297967 0.0297967 0.0297967 0.0307775 0.0297967 0.0307813 0.0297967 0.0297967 0.0307813 0.0297967 0.0297967 "SPRratio_1972" 1972
"166" 0.0381602 0.0364936 0.0364936 0.0364936 0.0364936 0.0375208 0.0364936 0.0413189 0.0381153 0.037489 0.0378641 0.0364936 0.0364936 0.0376935 0.0364936 0.0364936 0.0364936 0.0429209 0.0364936 0.0364936 0.0375208 0.0364936 0.0364936 0.0364936 0.0376981 0.0364936 0.0364936 0.0364936 0.0364935 0.0364936 0.043206 0.0364936 0.0378641 0.0364936 0.0376935 0.0364936 0.0364936 0.0364936 0.0376981 0.0364936 0.0364936 0.0364936 0.0376935 0.0364936 0.0376981 0.0364936 0.0364936 0.0376981 0.0364936 0.0364936 "SPRratio_1973" 1973
